Date,close_levered,rsi_14,bbl_20,sma_200,Signal_Type,Suggested_Size
2026-02-20,67.11000061035156,60.15493706857552,331.33032438503636,272.63577857971194,WAIT,0.0
2026-02-23,65.86000061035156,58.13728591308952,332.0909158786936,273.49045303344724,WAIT,0.0
2026-02-24,68.52999877929688,60.94433204926367,333.06062321763955,274.3549606323242,WAIT,0.0
2026-02-25,71.86000061035156,63.90511710619395,333.3271253114773,275.24079376220703,WAIT,0.0
2026-02-26,65.33999633789062,55.442582846111215,333.9588953076961,276.059762878418,WAIT,0.0
